Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
81,114,Tl,5.4325,39,0, ,1/2+, ,1.16,5,h,4180,180,EC+B+,100, , , , , , , , ,1.58, , , ,-4447.555,21106,-12018.63,21,3217.74,12,2858.145,26,9289.07,18,3260.27,11,7890.728,57,194969774.096,11909,-28155.248,11093,
81,116,Tl,5.4388,36,0, ,1/2+, ,2.84,4,h,10220,140,EC+B+,100, , , , , , , , , , , , ,-3596.247,17014,-11064.65,18,2638.26,18,2198.58,17,8916.37,20,3804.68,17,7893.508,83,196969573.986,17526,-28341.649,16325,
81,118,Tl,5.4479,31,0, ,1/2+, ,7.42,8,h,26710,290,EC+B+,100, , , , , , , , ,1.6, , , ,-2827.589,29679,-10063.22,29,2082.72,28,1486.674,28,8601.96,29,4394.05,28,7893.877,140,198969877,30000,-28059.394,27945,
81,120,Tl,5.4573,28,0, ,1/2+, ,3.0421,17,d,262840,150,EC,100, , , , , , , , ,1.605, , , ,-1909.802,18530,-9001.10,18,1533.98,14,481.704,14,8204.93,15,4966.54,14,7891.271,71,200970820.168,15228,-27180.838,14185,
81,122,Tl,5.4666,27,0, ,1/2+, ,STABLE, , , , , , , , , , , , , , ,1.62225787, , , ,-974.82,6461,-7892.08,4,907.45,124,-492.112,2001,7852.48,155,5705.02,108,7886.053,6,202972344.022,1252,-25761.377,1166,
81,124,Tl,5.4759,26,0, ,1/2+, ,STABLE, , , , , , , , , , , , , , , , , , ,-50.636,503,-6782.30,50,154.92,3,-1533.134,4,7546.05,48,6419.70,127,7878.394,6,204974427.237,1328,-23820.874,1237,
81,126,Tl,5.4853,27,0, ,1/2+, ,4.77,3,m,286.2,1.8,B-,100, , , , , , , , ,1.876, , , ,1417.595,5402,-5320.18,5,-315.93,6,-4547.007,30,6852.40,5,7377.62,21,7866.797,26,206977418.586,5839,-21034.451,5439,
81,128,Tl,,,0, ,1/2+, ,2.162,7,m,129.7,0.4,B-,100, , , , , , , , , , , , ,3969.889,6211,32.52,6,2700,196,-5000.757,149,4965.94,6,7668.32,31,7833.397,29,208985351.75,6559,-13644.757,6110,
81,130,Tl,,,0, , , ,88,+46-29,s,88, ,B-,100, ,B-N, , , , , , , , , , ,4414.95,41978,579.19,42,2307,303,-5453.998,200,4902.35,43,8002,200,7799.791,199,210993475,45000,-6077.998,41917,
81,132,Tl,,,0, , , ,46,+55-26,s,46, ,B-,100, ,B-N, , , , , , , , , , ,4987.343,27894,1261.34,27,1899,401,-5882.189,299,4737,202,8262,299,7765.43,127,213001915,29000,1783.811,27013,
81,134,Tl,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , ,B-N, , , , , , , , , , ,5569,303,2023,298,,,-6297.0,500,4625,357,8556,499,7730,1,215010640,320,9911,298,
81,136,Tl,,,0, , , , , , , , ,B-,100, ,B-N, , , , , , , , , , ,6073,499,2762,446,,,,,4476,499,8835,566,7695,2,217019660,430,18313,401,
82,97,Pb,,,0, ,(9/2-), ,3.5,+14-8,ms,0.0035, ,A,100, , , , , , , , , , , , ,,,,,7598.3,20,10319.134,85,9594.97,79,448,117,7701.468,422,179002201.452,81149,2050.639,75590,
82,99,Pb,,,0, ,(13/2+), ,45,20,ms,0.045,0.02,A,100, , , , , , , , , , , , ,,,,,7240.28,7,9681.385,76,9247.29,76,1019.67,96,7734.107,417,180996653.386,80957,-3117.350,75411,
82,101,Pb,5.3869,30,0, ,(3/2-), ,535,30,ms,0.53,0.03,A,90, , , , , , , , ,-1.158, ,0.6, ,,,,,6928,7,9012.039,30,8821.42,31,1536.26,31,7762.152,154,182991867.668,30221,-7575.218,28151,
82,103,Pb,5.3984,28,0, ,3/2-, ,6.3,4,s,6.3,0.4,A,34,25,EC+B+, , , , , , ,-1.1, , , ,-9305,83,-20675.61,80,6695,5,8216.521,26,8561.02,21,1946.95,19,7786.932,87,184987609.989,17364,-11541.220,16175,
82,105,Pb,5.4079,26,0, ,(3/2-), ,15.2,3,s,15.2,0.3,EC+B+,90.5,2,A,9.5,2, , , , , , , , ,-8603.688,11227,-19912.06,18,6392.8,6,7457.628,10,8376.25,12,2389.32,23,7808.4,27,186983910.836,5468,-14986.959,5094,
82,107,Pb,5.4177,23,0, ,(3/2-), ,39,8,s,39,8,EC+B+,100, ,A,0.4, , , , , ,-1.081, ,0.5, ,-7779.374,25150,-18720.66,18,5914.72,4,6772.065,16,8100.15,18,2796.60,33,7826.299,74,188980843.639,15096,-17844.035,14062,
82,109,Pb,5.4229,26,0, ,(3/2-), ,1.33,8,m,80,5,EC+B+,99.987,0.005,A,0.013,0.005, , , , , , , , ,-6991.772,38005,-17702.86,44,5461.9,40,6051.827,38,7885.79,39,3148.06,38,7841.363,195,190978281,40000,-20231.118,37260,
82,111,Pb,5.4310,23,0, ,(3/2-), , , , , , ,EC+B+, , , , , , , , , , , , , ,-6309.931,50152,-16731.27,58,5007,59,5282.722,50,7709.79,51,3611.21,59,7853.919,257,192976173.234,53222,-22194.490,49577,
82,113,Pb,5.4389,45,0, ,3/2-,AP,15, ,m,900, ,EC+B+,100, , , , , , , , , , , , ,-5682.132,18722,-15750.20,19,4459.29,29,4447.555,21,7571.07,25,4059.17,23,7863.908,92,194974548.743,19280,-23707.693,17960,
82,115,Pb,5.4446,23,0, ,3/2-, ,8.1,17,m,486,102,EC+B+,100, , , , , , , , ,-1.075, ,-0.08, ,-5058.21,9619,-14807.69,25,3891.86,16,3596.248,17,7468.41,9,4537.78,13,7871.282,24,196973434.717,5157,-24745.401,4804,
82,117,Pb,5.4529,22,0, ,3/2-, ,90,10,m,5400,600,EC+B+,100, , , , , , , , ,-1.0742, ,0.08, ,-4434.239,14547,-13933.64,30,3356.67,25,2827.59,30,7235.63,13,4992.03,13,7875.736,50,198972912.542,10730,-25231.804,9996,
82,119,Pb,5.4629,19,0, ,5/2-, ,9.33,3,h,33590,110,EC+B+,100, , , , , , , , ,0.6753, ,-0.01, ,-3854.603,20481,-12971.60,26,2844.28,14,1909.802,20,7091.30,18,5512.78,15,7877.877,68,200972870.425,14758,-25271.036,13747,
82,121,Pb,5.4727,17,0, ,5/2-, ,51.92,3,h,186910,110,EC,100, , , , , , , , ,0.6864, ,0.095, ,-3261.729,14356,-12116.39,17,2334.6,7,974.82,7,6917.26,8,6095.31,7,7877.397,32,202973390.535,7036,-24786.557,6554,
82,123,Pb,5.4828,15,0, ,5/2-, ,1.73E+7,7,Y,545934819360440,22089848182210,EC,100, , , , , , , , , , , , ,-2705.734,5107,-11195.66,9,1467.39,106,50.635,1685,6731.66,11,6713.06,21,7874.331,6,204974481.597,1228,-23770.239,1144,
82,125,Pb,5.4943,14,0, ,1/2-, ,STABLE, , , , , , , , , , , , , , , , , , ,-2397.42,2118,-10495.09,8,392.3,127,-1417.596,6,6737.78,10,7487.65,62,7869.866,6,206975896.735,1230,-22452.047,1147,
82,127,Pb,5.5100,14,0, ,9/2+, ,3.234,7,h,11640,30,B-,100, , , , , , , , ,-1.4735, ,-0.27, ,644.016,1146,-6815.74,218,2248.18,4,-3969.889,6,3937.37,134,8153.48,213,7848.648,8,208981089.898,1875,-17614.646,1747,
82,129,Pb,5.5290,17,0, ,9/2+, ,36.1,2,m,2166,12,B-,100, , , , , , , , ,-1.4037, ,0.087, ,1366.183,5471,-3772.29,252,3569.58,30,-4414.95,42,3835.76,257,8534.95,12,7817.007,11,210988735.356,2426,-10492.948,2261,
82,131,Pb,,,0, ,(9/2+), ,10.2,3,m,612,18,B-,100, , , , , , , , , , , , ,2028.103,8371,-3156.89,7,3016,149,-4987.343,28,3726.00,7,8942,200,7785.172,33,212996560.867,7465,-3203.532,6954,
82,133,Pb,,,0, ,(9/2+), ,147,12,s,147,12,B-,100, , , , , , , , , , , , ,2712.922,52748,-2528.32,54,2541,203,-5568.756,303,3546.30,52,9411,203,7752.737,244,215004661.59,56304,4342.244,52448,
82,135,Pb,,,0, , , ,19.9,53,s,20,5,B-,100, , , , , , , , , , , , ,3510,299,-1705,298,2149,422,-6073.0,500,3311,357,9767,422,7719,1,217013140,320,12240,298,
82,137,Pb,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , , , , , , , , , , , , ,3996,446,-1009,401,1646,566,,,3246,499,10191,566,7686,2,219021770,430,20279,401,
83,102,Bi,,,0, ,1/2+, ,58,4,us,0.000058,0.000004,P,90,2,A,10,2, , , , , , , , ,,,,,8138,81,9305.22,83,11370,113,-1527,81,7732,0,184997600,87,-2236,81,
83,104,Bi,,,0, ,(9/2-), ,37,2,ms,0.037,0.002,A,100, , , , , , , , , , , , ,-9211.868,33430,-18555.56,21,7779.07,4,8603.688,11,11308.38,20,-1009.78,15,7758.208,54,186993147.276,10740,-6383.271,10005,
83,106,Bi,,,0, ,(9/2-), ,688,5,ms,0.688,0.005,A,100, , , , , , , , , , , , ,-8642.656,30354,-17591.66,29,7268.17,271,7779.375,25,10941.29,24,-461.57,23,7780.999,110,188989195.141,22384,-10064.660,20851,
83,108,Bi,,,0, ,(9/2-), ,12.4,3,s,12.4,0.3,A,51,10,EC+B+,49,10, , , , , , , , ,-8170.612,10320,-16746.83,15,6780.32,3,6991.771,38,10711.08,24,111.67,15,7800.661,39,190985786.975,8037,-13239.347,7487,
83,110,Bi,,,0, ,(9/2-), ,63.6,30,s,64,3,EC+B+,96.5,1.5,A,3.5,1.5, , , , ,3.734, ,-1.88, ,-7559.241,16387,-15885.21,13,6306.63,5,6309.931,50,10421.34,31,617.51,15,7817.171,39,192982947.223,8132,-15884.559,7576,
83,112,Bi,,,0, ,[9/2-], ,183,4,s,183,4,EC+B+,99.97,0.02,A,0.03,0.02, , , , , , , , ,-6969.303,37737,-15092.22,14,5832.47,5,5682.132,19,10068.07,8,1106.59,18,7830.757,27,194980648.762,5675,-18025.561,5287,
83,114,Bi,,,0, ,(9/2-), ,9.33,50,m,560,30,EC+B+,100, ,A,0.0001, , , , , , , , , ,-6329.202,50373,-14285.47,16,5365.11,11,5058.21,10,9749.48,26,1627.85,11,7841.634,42,196978864.929,8946,-19687.191,8333,
83,116,Bi,,,0, ,9/2-, ,27,1,m,1620,60,EC+B+,100, , , , , , , , ,4.6, , , ,-5589.083,20919,-13395.53,20,4932.77,7,4434.238,15,9499.40,30,2019.05,14,7849.522,53,198977672.893,11345,-20797.566,10568,
83,118,Bi,,,0, ,9/2-, ,103,3,m,6180,180,EC+B+,100, , , , , , , , ,4.8, , , ,-4895.248,15962,-12545.99,17,4500.3,6,3854.603,20,9117.00,27,2454.35,19,7854.808,76,200977008.512,16299,-21416.433,15183,
83,120,Bi,5.4911,911,0, ,9/2-, ,11.76,5,h,42340,180,EC+B+,100, , , , , , , , ,-0.67, ,4.017, ,-4213.939,15433,-11654.53,15,4109.65,31,3261.73,14,8854.66,20,2873.18,13,7857.475,63,202976892.145,13717,-21524.827,12778,
83,122,Bi,5.5008,909,0, ,9/2-, ,15.31,4,d,1322780,3460,EC+B+,100, , , , , , , , , , , , ,-3543.106,11280,-10794.58,12,3691.42,15,2705.735,5,8489.93,11,3243.58,5,7857.316,25,204977386.323,5487,-21064.504,5111,
83,124,Bi,5.5103,907,0, ,9/2-, ,31.55,4,Y,995621010,1262280,EC+B+,100, , , , , , , , , , , , ,-2908.852,6614,-9937.27,5,3281.83,213,2397.42,265,8097.67,8,3558.01,212,7854.505,12,206978470.471,2573,-20054.627,2397,
83,126,Bi,5.5211,906,0, ,9/2-, ,2.01E19,8,Y,9.223372036854776e19,9.223372036854776e19,A,100, , , , , , , , ,4.1103, ,-0.55, ,-1892.57,1564,-8860.38,152,3137.3,77,-644.016,2216,7459.76,186,3799.03,78,7847.987,7,208980398.519,1464,-18258.662,1364,
83,128,Bi,,,0, ,9/2-, ,2.14,2,m,128.4,1.2,A,99.724,0.004,B-,0.276,0.004, , , , ,3.79, , , ,573.439,5430,-3977.31,5,6750.4,46,-1366.183,6,5138.47,5,4419.60,5,7819.774,26,210987268.698,5842,-11859.131,5442,
83,130,Bi,5.5586,900,0, ,9/2-, ,45.59,6,m,2735,4,B-,97.8,0.1,A,2.2,0.1, , , , ,3.717, , , ,1421.949,5490,-2933.46,5,5988.21,3,-2028.103,9,5185.00,5,4971.76,5,7791.021,24,212994383.608,5456,-5231.635,5082,
83,132,Bi,,,0, ,(9/2-), ,7.6,2,m,456,12,B-,100, , , , , , , , , , , , ,2171.028,5530,-1971.95,6,5282.4,42,-2712.922,53,5241.24,13,5476.88,6,7761.717,26,215001749.149,6037,1629.322,5624,
83,134,Bi,,,0, ,(9/2-), ,98.5,13,s,98.5,1.3,B-,100, , , , , , , , , , , , ,2846.444,18870,-1123.78,18,4521.24,32,-3510.038,299,5215.35,21,6039,196,7731.848,82,217009372,19000,8729.962,17698,
83,136,Bi,,,0, , , ,22,7,s,22,7,B-, , , , , , , , , , , , , ,3601,196,-146,196,3947,357,-3996.0,446,5005,197,6460,357,7700,1,219017480,210,16283,196,
83,138,Bi,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , ,B-N, , , , , , , , , , ,4324,299,763,299,3360,499,,,4792,422,6860,499,7668,1,221025870,320,24098,298,
83,140,Bi,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , ,B-N, , , , , , , , , , ,5058,446,1579,403,,,,,4664,500,,,7636,2,223034500,430,32137,401,
84,103,Po,,,0, ,(1/2- 5/2-), ,1.40,25,ms,0.0014,0.0002,A,100, , , , , , , , , , , , ,,,,,7978.9,15,9211.868,33,9343.69,37,1314.16,36,7704.763,171,187003036.624,34243,2828.597,31898,
84,105,Po,,,0, ,(5/2-), ,3.5,5,ms,0.0035,0.0005,A,100, , , , , , , , , , , , ,,,,,7694.3,15,8642.655,30,8949.01,30,1516.29,25,7731.131,117,188998473.415,23681,-1422.005,22059,
84,107,Po,,,0, ,(3/2-), ,22,1,ms,0.022,0.001,A,99,1, , , , , , , , , , , ,-8932.653,17600,,,7493.31,5,8170.612,10,8576.22,15,1758.13,24,7753.786,37,190994558.488,7624,-5068.735,7103,
84,109,Po,,0,0, ,(3/2-), ,399,34,ms,0.4,0.03,A,100, , , , , , , , ,-0.389, ,-1.31, ,-8257.998,26059,-19322.49,31,7093.8,4,7559.241,16,8325.97,18,2079.75,33,7773.95,75,192991062.403,15599,-8325.318,14531,
84,111,Po,,0,0, ,(3/2-), ,4.64,9,s,4.64,0.09,A,94,4,EC+B+,6,4, , , , ,-0.601, ,-0.87, ,-7585.964,38571,-18407.41,45,6749.94,280,6969.302,38,8122.92,40,2316.42,38,7791.005,192,194988130.617,40112,-11056.259,37364,
84,113,Po,,0,0, ,(3/2-), ,84,16,s,84,16,EC+B+,56,7,A,44,7, , , , ,-0.882, ,-0.44, ,-7002.739,50317,-17514.63,58,6411.58,3,6329.201,50,7956.27,51,2637.93,55,7805.535,252,196985659.607,53332,-13357.990,49679,
84,115,Po,,0,0, ,(3/2-), ,5.47,15,m,328,9,EC+B+,92.5,0.3,A,7.5,0.3, , , , ,-0.912, ,-0.27, ,-6385.111,18845,-16565.29,19,6074.29,190,5589.083,21,7806.45,25,3127.97,33,7817.505,91,198983673.021,19387,-15208.483,18060,
84,117,Po,,0,0, ,3/2-, ,15.6,1,m,936,6,EC+B+,98.87,0.03,A,1.13,0.03, , , , ,-0.984, ,0.1, ,-5731.747,9561,-15604.61,25,5799.3,170,4895.248,16,7650.74,9,3439.40,23,7826.561,25,200982263.777,5305,-16521.185,4942,
84,119,Po,,0,0, ,5/2-, ,36.7,5,m,2202,30,EC+B+,99.89,0.02,A,0.11,0.02, , , , ,0.7405, ,0.17, ,-5148.332,13666,-14791.47,29,5496,5,4213.938,15,7440.59,12,3858.38,18,7832.863,43,202981415.995,9291,-17310.889,8655,
84,121,Po,5.5389,177,0, ,5/2-, ,1.74,8,h,6260,290,EC+B+,99.96,0.01,A,0.04,0.01, , , , ,0.76, ,0.17, ,-4549.452,18130,-13717.28,24,5324.72,10,3543.106,11,7251.47,15,4164.47,14,7836.216,49,204981190.004,10798,-17521.398,10059,
84,123,Po,5.5501,177,0, ,5/2-, ,5.80,2,h,20880,70,EC+B+,99.979,0.002,A,0.021,0.002, , , , ,0.79, ,0.11, ,-3918.358,14075,-12787.37,16,5215.87,250,2908.852,7,7028.42,8,4406.47,10,7836.673,32,206981593.252,7148,-17145.775,6659,
84,125,Po,5.5628,176,0, ,1/2-, ,124,3,Y,3913058820,94670780,A,99.546,0.007,EC+B+,0.454,0.007, , , , ,0.68, , , ,-3483.478,5287,-11967.54,9,4979.23,136,1892.57,224,6967.81,189,4784.84,243,7835.188,9,208982430.276,1908,-16366.092,1778,
84,127,Po,,0,0, ,9/2+, ,0.516,3,s,0.516,0.003,A,100, , , , , , , , ,-1.197, ,-0.77, ,-785.307,2539,-8531.71,8,7594.56,51,-573.44,6,4550.75,52,4929.56,92,7818.784,6,210986653.085,1347,-12432.571,1255,
84,129,Po,,,0, ,9/2+, ,3.72,2,us,0.00000372,0.00000002,A,100, , , , , , , , , , , , ,-73.989,5465,-6096.68,3,8536.15,256,-1421.949,6,4355.41,286,5824.60,3,7794.024,14,212992857.083,3277,-6653.584,3053,
84,131,Po,,,0, ,9/2+, ,1.781,5,ms,0.001781,0.000005,A,99.99977,0.00002,B-,0.00023,0.00002, , , , , , , , ,714.049,6819,-5233.19,5,7526.33,81,-2171.028,6,4142.98,246,6629.92,11,7768.176,10,214999418.454,2276,-541.706,2121,
84,133,Po,,,0, ,(9/2+), ,1.53,5,s,1.53,0.05,A,95, ,B-,5, , , , , ,-1.106, ,0.06, ,1488.883,7979,-4444.47,7,6662.13,235,-2846.444,19,3970.22,7,7279.44,13,7741.36,30,217006316.216,7025,5883.518,6544,
84,135,Po,,,0, ,(9/2+), ,620,59,s,620,59,B-,71.8,2,A,28.2,2, , , , , , , , ,2285.283,16163,-3488.12,20,5914.2,50,-3601.641,197,3746.86,16,7823.65,31,7713.333,72,219013614,17000,12681.359,15835,
84,137,Po,,,0, , , ,112,+58-28,s,112, ,B-,100, , , , , , , , , , , , ,2991.027,24039,-2673.31,24,5109,299,-4324.245,299,3561.02,26,8334,299,7684.481,89,221021228,21000,19773.755,19561,
84,139,Po,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , , , , , , , , , , , , ,3651,196,-1946,196,4375,446,-5058.0,446,3479,200,8940,358,7655,1,223029070,210,27079,196,
84,141,Po,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , , , , , , , , , , , , ,4136,422,-1252,299,,,,,3451,357,9589,499,7626,1,225037070,320,34530,298,
84,143,Po,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , , , , , , , , , , , , ,4797,499,-405,499,,,,,3339,566,,,7596,2,227045390,430,42281,401,
85,106,At,,,0, ,(1/2+), ,1.7,+11-5,ms,0.0017, ,A,100, , , , , , , , , , , , ,,,,,7822.27,14,8932.652,18,,,-1138.78,21,7702.923,84,191004148.086,17287,3863.917,16103,
85,108,At,,,0, ,(1/2+), ,28,+5-4,ms,0.028, ,A,100, , , , , , , , , , , , ,-9110.231,33144,,,7572.42,7,8257.998,26,11064.49,35,-714.37,24,7727.109,112,192999927.728,23222,-67.320,21632,
85,110,At,,,0, ,(1/2+), ,290,20,ms,0.29,0.02,A,100, , , , , , , , , , , , ,-8520.575,51401,-17265.11,19,7344.14,6,7585.964,39,10821.45,27,-245.39,16,7748.091,49,194996274.485,10276,-3470.295,9573,
85,112,At,,,0, ,(9/2-), ,0.388,6,s,0.388,0.006,A,96.1,1.2,EC+B+,3.9,1.2, , , , , , , , ,-7865.603,18054,-16397.56,16,7104.39,3,7002.74,50,10511.89,31,171.18,16,7766.017,41,196993177.357,8570,-6355.250,7983,
85,114,At,,,0, ,(9/2-), ,7.03,15,s,7.03,0.15,A,90,5,EC+B+,10,5, , , , , , , , ,-7323.921,37972,-15664.33,14,6777.27,114,6385.111,19,10180.18,8,638.99,18,7781.488,27,198990527.719,5780,-8823.372,5384,
85,116,At,,,0, ,(9/2-), ,85.2,16,s,85.2,1.6,A,71,7,EC+B+,29,7, , , , , , , , ,-6717.113,50401,-14855.99,16,6472.84,157,5731.747,10,9872.86,26,1136.65,11,7794.153,41,200988417.061,8786,-10789.438,8183,
85,118,At,,,0, ,9/2-, ,7.4,2,m,444,12,EC+B+,69,3,A,31,3, , , , , , , , ,-6008.858,21027,-13959.24,20,6210.09,84,5148.332,14,9643.14,30,1509.91,14,7803.648,52,202986942.957,11353,-12162.557,10576,
85,120,At,,,0, ,9/2-, ,26.9,8,m,1614,48,EC+B+,90,2,A,10,2, , , , , , , , ,-5262.161,15913,-13073.07,17,6019.57,172,4549.452,18,9167.83,27,1919.67,19,7810.207,74,204986074.041,16193,-12971.946,15085,
85,122,At,,,0, ,9/2-, ,1.81,3,h,6520,110,EC+B+,91.4,1,A,8.6,1, , , , , , , , ,-4592.654,15037,-12165.77,15,5872.5,3,3918.359,14,8869.02,19,2327.71,13,7813.964,60,206985799.783,13318,-13227.416,12406,
85,124,At,,,0, ,9/2-, ,5.42,5,h,19510,180,EC+B+,95.9,0.5,A,4.1,0.5, , , , , , , , ,-3941.564,11188,-11298.34,12,5756.98,200,3483.479,5,8484.06,10,2701.99,5,7814.777,24,208986169.944,5477,-12882.613,5102,
85,126,At,,,0, ,9/2-, ,7.214,7,h,25970,30,EC,58.2,0.08,A,41.8,0.08, , , , , , , , ,-2891.86,6894,-10113.81,5,5982.45,130,785.307,3,7746.40,8,2983.10,249,7811.354,13,210987496.147,2929,-11647.264,2729,
85,128,At,,,0, ,9/2-, ,125,6,ns,0.000000125,0.000000006,A,100, , , , , , , , , , , , ,-883.569,5724,-5991.30,6,9254.15,5,73.989,6,6022.69,5,3499.08,5,7790.003,23,212992936.514,5257,-6579.595,4898,
85,130,At,,,0, ,9/2-, ,0.10,2,ms,0.0001,0.00002,A,100, , , , , , , , , , , , ,-87.195,10168,-5007.33,11,8178.46,4,-714.05,7,5947.24,8,4074.68,7,7767.858,32,214998651.89,7299,-1255.756,6799,
85,132,At,,,0, ,9/2-, ,32.6,3,ms,0.0326,0.0003,A,99.993,0.003,B-,0.007,0.003, , , , , , , , ,736.135,6151,-3929.55,8,7201.35,122,-1488.883,8,5933.35,6,4676.76,5,7744.616,23,217004717.835,5369,4394.635,5001,
85,134,At,,,0, ,(9/2-), ,56,3,s,56,3,A,93.6,1,B-,6.4,1, , , , , , , , ,1566.675,2947,-2892.59,4,6341.84,5,-2285.283,16,5773.40,12,5249.79,4,7720.196,15,219011160.647,3474,10396.076,3237,
85,136,At,,,0, , , ,2.3,2,m,138,12,B-,100, , , , , , , , , , , , ,2311.308,15096,-1900.67,14,5627.85,23,-2991.028,24,5664.34,20,5769.70,23,7694.475,63,221018017,15000,16782.727,13972,
85,138,At,,,0, , , ,50,7,s,50,7,B-,100, , , , , , , , , , , , ,3038.267,16013,-1015.52,14,4721,196,-3650.994,196,5596.34,21,6347.23,42,7668.055,63,223025151,15000,23428.006,13972,
85,140,At,,,0, , ,GT,300, ,ns,0.0000003, ,B-, , , , , , , , , , , , , ,3861,298,-122,298,3872,422,-4135.0,421,5388,299,6805,357,7641,1,225032630,320,30395,298,
85,142,At,,,0, , ,GT,300, ,ns,0.0000003, ,B-N, , ,B-, , , , , , , , , , ,4597,298,665,298,2922,499,-4798.0,500,5202,422,7354,499,7613,1,227040240,320,37483,298,
85,144,At,,,0, , ,GT,300, ,ns,0.0000003, ,B-N, , ,B-, , , , , , , , , , ,5461,401,1509,401,,,,,4932,566,,,7585,2,229048120,430,44823,401,
86,107,Rn,,,0, , , ,1.15,27,ms,0.0011,0.0003,A,100, , , , , , , , , , , , ,,,,,8040,12,9110.231,33,,,1171.91,38,7675.852,130,193009707.964,26958,9042.911,25112,
86,109,Rn,,,0, ,3/2-, ,6,+3-2,ms,0.006, ,A,100, , , , , , , , , , , , ,,,,,7694.1,50,8520.576,51,8744.53,53,1518.53,56,7700.383,259,195005421.699,54216,5050.281,50502,
86,111,Rn,,,0, ,(3/2-), ,65,+25-14,ms,0.065, ,A,100, , , , , , , , , , , , ,-8743.618,56762,,,7410.75,7,7865.603,18,8531.96,22,1863.94,34,7722.118,82,197001621.43,17383,1510.353,16193,
86,113,Rn,,,0, ,(3/2-), ,0.59,3,s,0.59,0.03,A,94, ,EC+B+,6, , , , , , , , , ,-8270.844,40015,-19144.79,50,7131.89,4,7323.921,38,8340.41,40,2073.91,38,7740.753,189,198998390.273,40352,-1499.451,37588,
86,115,Rn,,,0, ,(3/2-), ,7.0,4,s,7,0.4,A, , ,EC+B+, , , , , , , , , , ,-7660.902,50554,-18276.14,58,6860.75,227,6717.114,50,8138.88,52,2373.40,55,7756.842,247,200995628.179,53389,-4072.324,49732,
86,117,Rn,,,0, ,(3/2-), ,44,2,s,44,2,A,66,9,EC+B+,34,9, , , , , , , , ,-7030.116,19218,-17321.25,19,6629.87,208,6008.858,21,7950.38,25,2851.94,33,7770.193,90,202993393.732,19516,-6153.699,18179,
86,119,Rn,5.5569,180,0, ,5/2-, ,170,4,s,170,4,EC+B+,75.4,0.9,A,24.6,0.9, , , , ,0.802, ,0.062, ,-6399.973,9329,-16388.41,25,6386.48,184,5262.16,16,7810.91,9,3123.32,23,7780.722,25,204991723.204,5453,-7709.786,5080,
86,121,Rn,5.5652,178,0, ,5/2-, ,9.25,17,m,555,10,EC+B+,79,3,A,21,3, , , , ,0.816, ,0.22, ,-5790.421,19458,-15463.66,29,6251.21,165,4592.654,15,7573.11,12,3494.01,17,7787.998,41,206990730.2,9121,-8634.762,8497,
86,123,Rn,5.5743,177,0, ,5/2-, ,28.8,10,m,1728,60,EC+B+,83,2,A,17,2, , , , ,0.8388, ,0.31, ,-5171.477,17713,-14346.45,15,6155.43,195,3941.564,11,7356.78,15,3760.15,13,7792.175,48,208990401.388,10692,-8941.049,9960,
86,125,Rn,5.5850,176,0, ,1/2-, ,14.6,2,h,52560,720,EC,72.6,1.7,A,27.4,1.7, , , , ,0.601, , , ,-4615.155,13786,-13493.52,17,5965.45,144,2891.86,7,7221.95,8,4072.20,10,7793.941,32,210990600.686,7314,-8755.404,6813,
86,127,Rn,,,0, ,(9/2+), ,19.5,1,ms,0.0195,0.0001,A,100, , , , , , , , , , , , ,-2143.179,6006,-10251.38,9,8245.15,286,883.569,6,5107.74,4,4356.78,4,7782.182,16,212993885.064,3617,-5696.026,3370,
86,129,Rn,,,0, ,9/2+, ,2.30,10,us,0.0000023,0.0000001,A,100, , , , , , , , , , , , ,-1486.625,10306,-8281.17,11,8839.09,8,87.195,10,4920.14,12,5077.70,9,7763.814,36,214998745.498,8236,-1168.561,7672,
86,131,Rn,,,0, ,9/2+, ,0.54,5,ms,0.00054,0.00005,A,100, , , , , , , , , , , , ,-656.089,7538,-7383.77,6,7887.17,288,-736.134,7,4665.68,7,5887.14,5,7744.403,19,217003927.562,4506,3658.501,4198,
86,133,Rn,5.6648,191,0, ,5/2+, ,3.96,1,s,3.96,0.01,A,100, , , , , , , , ,-0.442, ,1.15, ,211.635,7058,-6301.03,5,6946.19,31,-1566.674,4,4459.26,3,6557.73,12,7723.777,10,219009478.753,2254,8829.402,2100,
86,135,Rn,5.6834,199,0, ,7/2+, ,25,2,m,1500,120,B-,78,1,A,22,1, , , , ,-0.02, ,-0.38, ,1194.13,7231,-5082.22,7,6162.99,3,-2311.307,15,4211.97,6,7193.30,15,7701.393,26,221015535.709,6134,14471.420,5714,
