energy, unc, intensity %, unc,daughter level energy,end level energy,X-ray, shell,multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
18.596, ,0.0000553, ,237.895, ,X,L1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.596, ,0.021, ,212.342, ,X,L1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.596, ,0.000361, ,201.594, ,X,L1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.596, ,0.00142, ,94.645, ,X,L1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.596, ,0.122, ,57.101, ,X,L1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.596, ,0.000005, ,365.93, ,X,L1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000014, ,365.93, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0000075, ,169.152, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00000195, ,365.93, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00005, ,300.48, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00000426, ,169.152, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00171, ,237.895, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00055, ,237.895, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000051, ,300.48, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0346, ,86.469, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000000444, ,365.93, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00004, ,169.152, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00024, ,237.895, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0004, ,300.48, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000001, ,306.05, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0004, ,70.510, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0000104, ,212.342, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00172, ,212.342, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0000129, ,212.342, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00000064, ,365.93, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00000107, ,303.59, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000000144, ,279.71, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000073, ,103.636, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000573, ,163.34, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000113, ,279.71, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000041, ,279.71, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000000053, ,365.93, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0013, ,70.510, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000058, ,94.645, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000076, ,279.71, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00000306, ,201.594, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000000144, ,303.59, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000000405, ,237.895, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000107, ,212.342, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0000188, ,201.594, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0000149, ,201.594, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0000195, ,94.645, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.072, ,57.101, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00000004, ,365.93, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000000086, ,300.48, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00000024, ,237.895, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.0214, ,86.469, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.00154, ,237.895, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000012, ,201.594, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
18.928, ,0.000067, ,300.48, ,X,L2N1, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.047, ,237.895, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.002, ,300.48, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.00042, ,365.93, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000226, ,169.152, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0015, ,300.48, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000128, ,169.152, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.052, ,237.895, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,1.04, ,86.469, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.016, ,237.895, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0015, ,300.48, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000134, ,365.93, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.00003, ,306.05, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.00122, ,169.152, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.007, ,237.895, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.013, ,300.48, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.013, ,70.510, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000313, ,212.342, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.052, ,212.342, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000032, ,303.59, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000389, ,212.342, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000043, ,279.71, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000019, ,365.93, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0173, ,163.34, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.00221, ,103.636, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0393, ,70.510, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0034, ,279.71, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000016, ,365.93, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0012, ,279.71, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0023, ,279.71, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000092, ,201.594, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.00176, ,94.645, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000043, ,303.59, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000122, ,237.895, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0032, ,212.342, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.00045, ,201.594, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000588, ,94.645, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,2.18, ,57.101, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000567, ,201.594, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000013, ,365.93, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000072, ,237.895, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0000026, ,300.48, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.64, ,86.469, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.0004, ,201.594, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.566, ,0.000059, ,365.93, ,X,L2N4, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0129, ,57.101, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00015, ,94.645, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0000005, ,365.93, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0000012, ,300.48, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00000293, ,237.895, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.104, ,86.469, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0047, ,237.895, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0000159, ,169.152, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00004, ,201.594, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00000281, ,365.93, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00012, ,300.48, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.000009, ,169.152, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00009, ,300.48, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0107, ,237.895, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00009, ,300.48, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0000066, ,365.93, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0009, ,237.895, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.106, ,86.469, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0000131, ,365.93, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.000009, ,306.05, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0012, ,169.152, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0042, ,237.895, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0006, ,300.48, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0007, ,70.510, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.000023, ,212.342, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.0048, ,212.342, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.000154, ,163.34, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.000027, ,212.342, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.000019, ,365.93, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.000032, ,303.59, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
19.887, ,0.00000191, ,279.71, ,X,L1N2, , , , , ,93,144,Np,0, ,5/2+, ,2.144E+6,7,Y,67658049289530,220898481820,A,100, , ,3.14, ,3.886, ,4957.3,0.7,91,142,Pa,
